index,text,old_label,new_label,reason
8315,awaly sih bagus tapi lambat kelamaan kecewa berat dengan gojek gopaylater saya dapat kenaikan limit tapi percuma tidak bisa digunakan sampai lambat saya menunggu berharap gopaylater saya bisa saya gunakan kembali tapi gopaylater saya malah diblokir tanpa ada penjelasan kenapa gopaylater saya di blokir,negative,neutral,Mixed sentiment detected
8318,sangat membantu tp kadang harganya terlalu mahal meskipun jarak dekat uda itu tidak ada bedanya mau pake gopay atau bayar tunai,neutral,positive,"Clear positive pattern, not mixed"
8328,gofood sekarang lambat banget kenapa sih makanan cepat saji saja dulu menit sampe sekarang menit sampe sudah dingin padahal tidak free ongkir,neutral,negative,"Clear negative pattern, not mixed"
8333,sudah lambat memuaskan apk nya tapi kenapa baru ini saldo go pay tidak bisa digunain yah tadi nya mau beli pulsa eh malah gagal gmna si tolong diperbaiki lagi dong go pay nya sayang kan kalau tidak kepake,negative,neutral,Mixed sentiment detected
8351,aplikasi yang sangat membantu disaat bingung mau masak apa gofood solusinya saat bepergian tak tahu arah langsung deh pesan goride atau gocar terimakasih gojek,negative,positive,Clear positive pattern detected
8397,sudah lambat pake gojek pakai gojek harga juga murah ko tapi sayangnya yang harus diperbaiki kalau hujan tolong yang gocar ttp bisa terus kecantol kalau pakai goride oke banget karena lebih praktis cepet bngt gtu nyantol ke customer mana dapat pengemudi yang baik ramah semua,positive,neutral,Mixed sentiment detected
8401,saya sudah lambat pakai go jek tapi ternyata makin mngecewakan khususnya untuk fitur go shop pengemudi selalu bedalih tidak bawa cukup uang belanja banyak maupun sedikit sama saja sulitnya mencari pengemudi yang bisa melayani customer dengan baik di setiap fitur yang ada di go jek tolong di perbaiki untuk konsistensi pengemudi dalam segala fitur yang sudah di buat go jek untuk apa di buat jika tidak bisa melayani terima kasih,negative,neutral,Mixed sentiment detected
8450,untuk aplikator gojek yang terhormat tolong sekali untuk layanan goridegosend di permudah lagi layanan nya makin kesini makin susah pesanan nya apakah customer gojek semakin menurun bulan sebelum nya lancar saja orderan tapi kenapa memasuki awal puasa makin turun drastis pada kemana customer gojek yang biasa tiap hari pesan layanan tolong diperbaiki lagi supaya jauh lebih baik dari aplikasi yang lainnya terimakasih,positive,neutral,Mixed sentiment detected
8465,baru download dan pesan makanan pengemudi gonta ganti sampai x dan lambat sangat system menit lagi sampai tapi realita menit mnt sudah nunggu pengemudi lambat pesenan makanan tidak sesuai harapan karena ada item yang lupa di masukan pedagang martabak telor lengkap sudah tidak smpai jam lsng saya hapus aplikasi nya tks,negative,neutral,Mixed sentiment detected
8468,untuk lokasi alamat yang sudah ke save itu masih banyak bug nya entah tiba muncul entah nggak yang dulu itu saya akuin bagus banget dan keren tapi kenapa sekarang developer nya kenapa ngoding nya asal aja apa masih junior developer nya tolong dong dikembalikan kesemula,positive,neutral,Mixed sentiment detected
8473,sangat bagus tetapi hanya disayangkan biaya payleter nya cukup mahal rb untuk bulan tolong diturunkan lagi donk kalau bisa,positive,neutral,Mixed sentiment detected
8493,tolong lah masa bagus up berhasil bukti tf nya berhasil dari bank tapi saldo tidak masuk pas buat laporan malah suruh tunggu hari kecewalah sama gopay,positive,neutral,Mixed sentiment detected
8524,buat pin point alamat susah dipinpoint selalu rmh si a atau lpk enak yang dulu alamat bisa ditulis lengkap hampir di batal pengemudi car karena alamatnya cuma nama daerah apalagi namanya banyak daerah yang pakai padahal itu pinpoint rumah saran tambahin menu edit ulasan dong suka ada yang belum di ulasain dimenu makannya tapi tidak bisa di edit,positive,neutral,Mixed sentiment detected
8589,apakah setelah di update saldo yang ada di go pay hilang mohon izin penjelasan nya dong terimakasih,negative,positive,Thank you message without complaint
8713,tidak bisa login pake email no nya sudah tidak aktif bikin baru tetap pake email email sudah terdaftar lalu buat apa emailnya klo tidak ada opsi login pake email udh kirim email ke cs tidak ada reapon sama sekali,neutral,negative,"Clear negative pattern, not mixed"
8722,kadang suka merasa kecewa sama drivernya kita sudah ketik tujuan kita dan nominal pun sudah jelas tapi kebanyakan pengemudi kl tarifnya murah suka tidak mau ambil sekalipun mau bnyk alasannya yang tidak sesuai lah dengan titik tujuan alhasil kita jadi mau tidak mau ya ksh tips lagi ke driver tlg di perhatikan donk,positive,neutral,Mixed sentiment detected
8728,untuk layanan go ride sama go car nya bagus cuman saya kecewa sama gopay later nya sudah di bayar tagihan nya tapi masih ada tagihan nya sudah tidak mau lagi gunakan gopay later nya sudah jelas jelas berhasil pembayarannya di complain masih saja begitu jawabannya harus di bayar,positive,neutral,Mixed sentiment detected
8729,payah saya update pay latter plus sudah mau bulan belum juga aktif payah padahal saya jualan pulsa pake gopay buruk lah ok entar saya unistal coz aplikasi payah nyuru orang bagus up tapi tidak mau bantu buruk,negative,neutral,Mixed sentiment detected
8761,saya kecewa waktu itu ada problem masalah pemotongan saldo gopay padahal pengemudi belum dapet saya telpon cs saya dilempar sampe pulsa saya abis dua kali dan tidak ada kejelasan masalah pemotongan saldo gopay saya yang kedua biasanya say menggunakan paylater dengan biaya berlangganan tapi dibulan ini biaya berlangganan sekitar padahal saya bayar sebelum jatuh tempo lebih baik saya uninstall saja karena banyak review tidak pake paylater tetap kena tagihan padahal,negative,neutral,Mixed sentiment detected
8771,gojek kenapa sih akhir ini susah banget dapat driver jaringan oke cuaca oke dapet pengemudi lama sekalinya dapat jauh pula jarak antara pengemudi ke customer lebih jauh daripada jarak tujuan trus sekarang ada fitur nya prioritas sudah nih pilih yang prioritas tapi masih saja tetap lambat lumayan jauh jaraknya tidak sesuai sama judulnya prioritas ini tidak sekali dua kali sudah sudah sering oke lah kalo lagi hujan atau hari besar mungkin lagi rame tapi ini yang hari biasa dan normal ko tapi tetap lambat,negative,neutral,Mixed sentiment detected
8777,kenapa kenapa tidak bisa login sudah coba berulang ulang tetep tidak bisa ini bagaimana ya,neutral,negative,"Clear negative pattern, not mixed"
8829,tolong diperbaiki pelayanan nya saya sudah kehilangan banyak waktu gara gara pesan goride tapi tidak bisa karena lokasi tidak ditemukan semua alamat saya coba tetap begitu saya harus datang ke acara dan buru buru tapi bikin kecewa,negative,neutral,Mixed sentiment detected
8868,lemot sekali loading saat buka aplikasinya payahh kalo bisa diperbaiki terimakasih,negative,positive,Thank you message without complaint
8962,aplikasi nya sudah sangat bagus dan respon nya cepat tapi tolong tambahkan fitur konfirmasi alamat min dimana letaknya dimana titik nya agar membuat alamat lebih lengkap lagi terimakasih atas perhatiannya,positive,neutral,Mixed sentiment detected
9015,pelayanan ramah tidak nunggu lama tidak ngebut kendaraan terawat bersih,negative,positive,Clear positive pattern detected
9093,bagus sih gojek tapi sedikit kecewa pernah dapat paylater terus ada notip untuk upgrade limit tapi di tolak limit paylater sebelumnya pun jadi tidak ada padahal tidak pernah telat selalu tepat waktu,negative,neutral,Mixed sentiment detected
9107,bagus sangat membantu aktifitas dikala perlu tranpotasi dan perlu makan jadi tidak susah mudah simple cuma mainin jari,positive,neutral,Mixed sentiment detected
9155,aplikasinya sih oke hanya untuk upgrade go pay plus lambat banget sudah sebulan lebih saya nunggu belum kelar juga prosesnya,neutral,negative,"Clear negative pattern, not mixed"
9179,perusahaan tidak terima kritikan wkwk kemarin saya review kurang puas dengan aplikasi ini karena biaya keterlambatan paylater satu hari saja dendanya k padahal paylater saya cuma k eh setelah saya review langsung di nonaktifkan paylater saya wkwk,negative,neutral,Mixed sentiment detected
9199,saya sudah lambat sebagai pengguna aplkasi gojek dan sering bagus up melakulan mobile bangking pada tanggal maret sd sekarang maret bagus up yang saya lakukan senilai jt tidak ada kejelasannya setiap hari saya email setiap hari saya telp setiap kali di minta bukti bagus up saya kirim kan di email tapi alhasil tidak memberikan hasil yang memuadkan sama saya sampai sekarang tidak masuk bagus up saya jadi buat aplkasi gojek silahkan saja ambil dan tidak usah kembalikan uang saya,positive,neutral,Mixed sentiment detected
9204,dalam aplikasi masih terdapat error juga kecepatannya kurang terkadang ada bag visual juga terutama saat saya akan pesan saat menggunakan voucher dan kemudian bagus up saldo masuk tapi voucher error yang mengakibatkan harganya semakin naik dan oke saya ulangi lagi dan masih sama voucher hilang dan semakin mahal tolong bisa diperbaiki kualitas aplikasi dan pelayanan nya,positive,neutral,Mixed sentiment detected
9212,sangat buruk melakukan bagus up gopay saldo bank sudah terpotong notifikasi pembayaran dari gojek sudah tertera selesai tapi saldo gopay tidak menambah mengirim laporan juga tidak membantu sama sekali hanya dijawab oleh bot,negative,neutral,Mixed sentiment detected
9226,bagus sih gofood ngebantu banget kalo lagi males keluar tapi biaya jasa aplikasi nya makin hari makin mahal terus semakin levelnya naik bukannya makin murah banyak diskon tapi malah makin jarang ada voucher minimal belanjanya juga jadi k harusnya sama costumer yang loyal sudah lambat pake gojek tuh ditambah promonya bukan malah makin diporotin,positive,neutral,Mixed sentiment detected
9276,sudah tahun pake gojek tidak pernah mengecewakan drivernya ramah semua bukan membandingkan but i prefer gojek then tetangga sebelah ya secara popularitas emang yang sebelah si lebih unggul klo di wilayah ku tapi dari pengalaman ku selama ini gojek jauh lebih baik mulai dari promonya sampai sikap drivernya paling suka promonya tidak harus pake wallet khusus jadi bagi org yang lebih suka bayar tunai ketimbang uang elektronik ya pasti suka pokoknya the terbaik deh love it,positive,neutral,Mixed sentiment detected
9285,sangat membantuu khususnya saya dlm hal transportasi dan makanan trus tingkatkan sistem gojek agar kita smkin dimudahkan di era saat ini,neutral,positive,"Clear positive pattern, not mixed"
9292,apk nya sudah bagus banget tapi tolong buat pihak yang bertanggungjawab untuk tidak sembarangan blokir gopay saya ini sudah x di blokir saya mohon jika update sekali lagi jangan mudah di blokir lama lama males,negative,neutral,Mixed sentiment detected
9303,auto delet setelah tahun pakai apk sangat membantu yang lucu habis dikasih limit pinjam jt awalnya tidak minat karena iming naik limit kalau lunas akhirnya pinjam setelah lunas sesuai ketentuan makin lucu bukannya naik limit malah sama sekali ke php cuma di janjikan bulan depan mulu sampai x bulan dah bos fokus sama kurir dan ojek aja dari pada bikin konsumen kecewa untung sekarang banyak apk ojek lain yang lebih bagus bye gojek,positive,neutral,Mixed sentiment detected
9319,masa abis update gabisa dipakai saldo tidak bisa dilihat gabisa melakukan transaksi kemarin masih bisa sekarang jadi error mulu tolong di fiks lagi dong aplikasinya mau melakukan transaksi jadi gabisa karena saldo belum muncul padahal jaringan bagus tapi ada notif jaringan lambat,negative,neutral,Mixed sentiment detected
9334,gojek bagaimana sih saya pengguna gojek setia apalagi khusus food nya tapi kenapa tiba tiba tidak bisa digunakan malah tidak bisa masuk ke aplikasinya sudah dicoba didaftar tetap tidak bisa sekalinya bisa masuk itupun tertulis masukan alamatnya disini dipencet pun tetap tidak bisa lokasi tidak terdeteksi padahal maps saya hidup saya sudah ikutin semua instruksinya tapi kenapa tetep tidak bisa kenapa ini tolong diperbaiki,negative,neutral,Mixed sentiment detected
9419,senang berbelanja di gomart aplikasi gojek sangat membantu tapi tolong ongkir nya jangan mahal mahal ya karena area dekat tapi mahal ongkir nya klu pesen gojek mahal juga jauh dekat sama saja,negative,neutral,Mixed sentiment detected
9465,sangat buruk pelayanan call centernya saya sampai kali telp yang ke dua kalinya telp saya dputus sepihak dari call centernya yang terakhir dihandle sama mega dia bantu untuk info atasanya namun tidak ada niat baik dari atasannya untuk bicara dengan saya,negative,neutral,Mixed sentiment detected
9477,cepat praktis cuman kasian drivernya pas dapat jauh harus mutar jauh dari pemesan seharusnya kasih yang terdekat biar drivernya tidak repot kitapun tidak lambat nunggunya gojek bagus markotop,positive,neutral,Mixed sentiment detected
9486,masih ada kurang a maaf ya ini hanya buat koreksi aja aku suka pake gojek karena simple aplikasi a bayar bisa pake gopay jd tidak sibuk mikirin dibalikinga uang a tapi minus a kalo hujanhabis hujan hhuu itu sudah buruk buruk bikin kesel pernah pesan sudah x pas ujan yang dateng tu ojol sama yang ke dua ojol dateng sekaligus kan kasihan terus chat a tidak bisa dipake kalo lagi ujanabis ujan tulisan a gangguan tolong yaa diperbaiki biar makin banyak penikmat a thanks yang buat,negative,neutral,Mixed sentiment detected
9535,kecewa sebenarnya app ini bagus tapi asal isi saldo gopay belum lagi terpakai tiba tiba saldo saya berkurang karena transaksi yang tidak saya ketahui mohon diperbaiki,negative,neutral,Mixed sentiment detected
9561,tadinya aplikasinya bagus tapi trs kenapa lama error server sibuk terus tidak bs buat apa sudah uninstall dan reinstall tapi tidak ngaruh harus lapor ke siapa,negative,neutral,Mixed sentiment detected
9582,gara gara di update semuanya berantakan diskon restonya tidak full kecewa banget sodara sodara,neutral,negative,"Clear negative pattern, not mixed"
9588,sangat buruk saya sudah pakai aplikasi gojek cukup lambat tapi selalu setiap kali pesen pengemudi dpt titik lokasinya sgt jauh dr tempat saya memesan membuat saya membuang byk wkt utk menunggu ditambah tarif yang slalu berubah tidak tentu tolong segera diperbaiki pelayanan nya jk tidak akan byk yang beralih menggunakan aplikasi lain terimakasih,negative,neutral,Mixed sentiment detected
