content,content_clean,score,sentiment
"Pengalaman aku pakai go-jek sih guys Alhamdulillah aplikasinya bagus, tapi ada sedikit yang kurang, itu dia nggak sepenuhnya akses untuk tunanetra, seperti saya ini, tolong dong, buat developer go-jek, aplikasinya, yang lebih bagus lagi untuk membuat aplikasinya, yang lebih bagus lagi, aplikasinya dibuat untuk tunanetra titik untuk akses untuk planet ini. Nanti saya kasih Bintang lagi deh, kalau misalkan, gojek ini, sudah akses, keseluruhan akses untuk tunanetra.","pengalaman aku pakai go-jek sih guys alhamdulillah aplikasinya bagus, tapi ada sedikit yang kurang, itu dia nggak sepenuhnya akses untuk tunanetra, seperti saya ini, tolong dong, buat developer go-jek, aplikasinya, yang lebih bagus lagi untuk membuat aplikasinya, yang lebih bagus lagi, aplikasinya dibuat untuk tunanetra titik untuk akses untuk planet ini. nanti saya kasih bintang lagi deh, kalau misalkan, gojek ini, sudah akses, keseluruhan akses untuk tunanetra.",2,negative
buruk sekali. untuk logon saja harus memakai verifikasi wajah dan meminta untuk safe wajah. apa-apaan ini. sebuah perusahaan swasta sudah memiliki nomor telepon dan biometric wajah pengguna nya.. bukan kah ini sudah terlalu jauh? dulu sangat saya recom app ini tapi sekarang kok bisanya minta2 identitas pribadi. seperti biometric wajah saat sudah memiliki nomor pengguna? lebih baik hapus fitur verifikasi wajah.,buruk sekali. untuk logon saja harus memakai verifikasi wajah dan meminta untuk safe wajah. apa-apaan ini. sebuah perusahaan swasta sudah memiliki nomor telepon dan biometric wajah pengguna nya.. bukan kah ini sudah terlalu jauh? dulu sangat saya recom app ini tapi sekarang kok bisanya minta2 identitas pribadi. seperti biometric wajah saat sudah memiliki nomor pengguna? lebih baik hapus fitur verifikasi wajah.,1,negative
"Saya tidak sengaja melakukan pembayaran 2 kali, lalu saya mengajukan bantuan dan pihak Gojek Indonesia menanggapi serta menanganinya dengan cepat dan baik dengan mengembalikan pembayaran yang berlebih. Terima kasih Gojek Indonesia","saya tidak sengaja melakukan pembayaran 2 kali, lalu saya mengajukan bantuan dan pihak gojek indonesia menanggapi serta menanganinya dengan cepat dan baik dengan mengembalikan pembayaran yang berlebih. terima kasih gojek indonesia",5,positive
Cara berbicara dengan cs kendala akun g saya temukan d app,cara berbicara dengan cs kendala akun g saya temukan d app,2,negative
driver nya pada lebay. beberapa kali pesan ke alamat tertentu. gara gara macet dikit ga pada mau. 👎,driver nya pada lebay. beberapa kali pesan ke alamat tertentu. gara gara macet dikit ga pada mau. 👎,1,negative
"overall bagus, tapi kurang untuk jasa pada saat hujan. kurang rekomended untuk pas hujan","overall bagus, tapi kurang untuk jasa pada saat hujan. kurang rekomended untuk pas hujan",4,positive
"nge bug mulu mau pesen gocar. layar putih mulu, ga muncul muncul. padahal udah di update","nge bug mulu mau pesen gocar. layar putih mulu, ga muncul muncul. padahal udah di update",2,negative
aplikasi sangat bagus saya sering beli makanan online,aplikasi sangat bagus saya sering beli makanan online,5,positive
Cari makan dan buat jalan ga sulit,cari makan dan buat jalan ga sulit,4,positive
Pelayanan yang baik dan fitur yang banyak,pelayanan yang baik dan fitur yang banyak,5,positive
"kalo emang gabisa menjanjikan makanan tepat waktu saat pengantaran express, gausah ada pengantaran express, gapernah pas beli tepat waktu, banyak janji ga bisa ditepati, hapus aja pengantaran express","kalo emang gabisa menjanjikan makanan tepat waktu saat pengantaran express, gausah ada pengantaran express, gapernah pas beli tepat waktu, banyak janji ga bisa ditepati, hapus aja pengantaran express",1,negative
mahal tapi worth it🥲,mahal tapi worth it🥲,4,positive
4 bintang ajh,4 bintang ajh,4,positive
Apk nya kenapa sie? masa baru instal udh di suruh update terus? Padahal jaringan lancar jaya,apk nya kenapa sie? masa baru instal udh di suruh update terus? padahal jaringan lancar jaya,2,negative
overall okay,overall okay,4,positive
cukup istimewa untuk aplikasi yang satu ini 👌,cukup istimewa untuk aplikasi yang satu ini 👌,4,positive
"kurangin update nya aja,secara keseluruhan sudah bagus kok,cuman semakin di update semakin banyak masalah di aplikasinya.nanti kalo semakin bagus saya tambah bintangnya","kurangin update nya aja,secara keseluruhan sudah bagus kok,cuman semakin di update semakin banyak masalah di aplikasinya.nanti kalo semakin bagus saya tambah bintangnya",4,positive
"kalo mau komplain kemana ya ka ? soal nya ini ada fitur yang ngga bisa kebuka , padahal saya masih ada yg mesti di bayar","kalo mau komplain kemana ya ka ? soal nya ini ada fitur yang ngga bisa kebuka , padahal saya masih ada yg mesti di bayar",4,positive
"pembatalan pemesanan masih susah,baru cek tujuan dan harga,tau2 sudah muncul driver ke titik penjemputan","pembatalan pemesanan masih susah,baru cek tujuan dan harga,tau2 sudah muncul driver ke titik penjemputan",2,negative
bisa di percaya!,bisa di percaya!,5,positive
"sangat tidak jelas, tiba tiba gopaylater di blokir","sangat tidak jelas, tiba tiba gopaylater di blokir",1,negative
ngapa fitur lacak driver diilangin,ngapa fitur lacak driver diilangin,1,negative
Driver sok sokan gamau ngambil pesanan padahal jarak dari lokasi deket jadi males make gojek,driver sok sokan gamau ngambil pesanan padahal jarak dari lokasi deket jadi males make gojek,2,negative
akun GO-PAY saya terblokir saat saya top up GO-PAY,akun go-pay saya terblokir saat saya top up go-pay,1,negative
Saya tidak ada tunggakan pembayaran malah akun gopaylater saya ditangguhkan atau diblokir,saya tidak ada tunggakan pembayaran malah akun gopaylater saya ditangguhkan atau diblokir,2,negative
Alhamdulillah... terimakasih ya.,alhamdulillah... terimakasih ya.,5,positive
tidak bisa memesan makan nan,tidak bisa memesan makan nan,1,negative
driver mobil nya sering minta cancel in,driver mobil nya sering minta cancel in,4,positive
saya sudah benar memasukkan lokasi tapi driver yang gatau jalan dan akhirnya dia muter muter eh saya yang dimarahin driver,saya sudah benar memasukkan lokasi tapi driver yang gatau jalan dan akhirnya dia muter muter eh saya yang dimarahin driver,1,negative
"kenaikan harga tidak masuk akal, hanya mencari untung saja menyusahkan pengguna","kenaikan harga tidak masuk akal, hanya mencari untung saja menyusahkan pengguna",1,negative
"tlg ya, driver di batam itu bilang jgn suka cancel orang. saya jadi telat tes penting gara gara di cancel 2x","tlg ya, driver di batam itu bilang jgn suka cancel orang. saya jadi telat tes penting gara gara di cancel 2x",2,negative
boleh tapi gak sdkit mahal sihh,boleh tapi gak sdkit mahal sihh,4,positive
"kalo buat keperluan ga buru-buru, masih okelah. kalo buat buru-buru kadang ni aplikasi ga bisa diandalin. driver terdekat bejibun di maps, dipilihin yang masih 2-5KM jauhnya. entah gimana mekanisme orderan mereka, kalo di buat buru-buru gabisa diandelin pokonya.","kalo buat keperluan ga buru-buru, masih okelah. kalo buat buru-buru kadang ni aplikasi ga bisa diandalin. driver terdekat bejibun di maps, dipilihin yang masih 2-5km jauhnya. entah gimana mekanisme orderan mereka, kalo di buat buru-buru gabisa diandelin pokonya.",1,negative
"Senang pake Go-Jek, . terima kasih 🙏 puaass 🙏","senang pake go-jek, . terima kasih 🙏 puaass 🙏",5,positive
Kasian ih yg pake voucher malah dapet driver yg 1km dri lokasi penjemputan kasian tau,kasian ih yg pake voucher malah dapet driver yg 1km dri lokasi penjemputan kasian tau,4,positive
"mau hapus akun aja susah banget , di persulit","mau hapus akun aja susah banget , di persulit",1,negative
Kadang mahal kadang murah,kadang mahal kadang murah,4,positive
"mau pesen gomart ga bisa banyak katanya melebihi kapasitas padahal barang nya cuman dikit cuman 4 item Indomie dan minuman tapi ga bisa bisa padahal sebelumnya ga bermasalah sebanyak apapun barang ga ada masalah padahal biasanya juga lebih banyak beli,jadi kecewe","mau pesen gomart ga bisa banyak katanya melebihi kapasitas padahal barang nya cuman dikit cuman 4 item indomie dan minuman tapi ga bisa bisa padahal sebelumnya ga bermasalah sebanyak apapun barang ga ada masalah padahal biasanya juga lebih banyak beli,jadi kecewe",2,negative
"knp sih driver pada lelet bgt, masa udh 5-10 menit blm ada pergerakan dari lokasi. tiba tiba dibatalin. harusnya klo mau aktifin aplikasi udh prepare segala macem + stand by 😒","knp sih driver pada lelet bgt, masa udh 5-10 menit blm ada pergerakan dari lokasi. tiba tiba dibatalin. harusnya klo mau aktifin aplikasi udh prepare segala macem + stand by 😒",2,negative
"saya pengguna sudah bertahun tahun tolong pengaturan untuk drivernya di perbaiki, masa belum di jemput posisinya udh di perjalanan aja? padahal masih jauh dari tempat jemputan. terus karena itu drivernya berlama lama bahkan sampai setengah jam. tolong di bikin pengaturannya KLO driver udh dekat baru bisa di tekan udh di perjalanan.","saya pengguna sudah bertahun tahun tolong pengaturan untuk drivernya di perbaiki, masa belum di jemput posisinya udh di perjalanan aja? padahal masih jauh dari tempat jemputan. terus karena itu drivernya berlama lama bahkan sampai setengah jam. tolong di bikin pengaturannya klo driver udh dekat baru bisa di tekan udh di perjalanan.",1,negative
cepat dan hati2,cepat dan hati2,5,positive
"Aplikasi ga guna lama lama, susah menghubungi CS, pelayanan CS buruk, niat baik berbagi rejeki sambil memanfaatkan fasilitas tapi percuma kalo lama lama nambah dosa aja. rekomendasi aplikasi delivery-order makanan udah banyak selain gofood bahkan banyak yg kasih diskon lebih dan lebih murah serta pelayanan bagus ojol, makin kesini banyak oknum gojek yg meresahkan, mending pake grab aja.","aplikasi ga guna lama lama, susah menghubungi cs, pelayanan cs buruk, niat baik berbagi rejeki sambil memanfaatkan fasilitas tapi percuma kalo lama lama nambah dosa aja. rekomendasi aplikasi delivery-order makanan udah banyak selain gofood bahkan banyak yg kasih diskon lebih dan lebih murah serta pelayanan bagus ojol, makin kesini banyak oknum gojek yg meresahkan, mending pake grab aja.",1,negative
"driver gojek yg skrg gk prnh ad mantel penumpang jdi kalau di tengah jalan tiba"" hujan dn saya lagi buru"" cmn driverny doang yg pakai mantel, kecewa bener!!!! padahal driver"" gojek dlu sllu sediain 1 mantel buat costumer! tolong dong gojek buat ketentuan syarat dn ketentuan perlengkapan itu jgn cmn d mereka sndiri saja!!!!","driver gojek yg skrg gk prnh ad mantel penumpang jdi kalau di tengah jalan tiba"" hujan dn saya lagi buru"" cmn driverny doang yg pakai mantel, kecewa bener!!!! padahal driver"" gojek dlu sllu sediain 1 mantel buat costumer! tolong dong gojek buat ketentuan syarat dn ketentuan perlengkapan itu jgn cmn d mereka sndiri saja!!!!",1,negative
aplikasi gak ada guna. nyari driver susah bgt.. apalagi gocar,aplikasi gak ada guna. nyari driver susah bgt.. apalagi gocar,1,negative
Semua urusan jd lancar,semua urusan jd lancar,4,positive
Terkadang eror kalo lagi bertransaksi,terkadang eror kalo lagi bertransaksi,4,positive
"Terakhr kali pakai gojek beberapa tahun lalu, kemarin pakai lagi, kenapa sekarang bisa segampang itu driver menerima dan cancel pesanan, diterima oleh driver, dua chat lalu hilang, terus seperti itu, 7x, sampai ada driver yg benar2 menjemput saya, sangat aneh","terakhr kali pakai gojek beberapa tahun lalu, kemarin pakai lagi, kenapa sekarang bisa segampang itu driver menerima dan cancel pesanan, diterima oleh driver, dua chat lalu hilang, terus seperti itu, 7x, sampai ada driver yg benar2 menjemput saya, sangat aneh",2,negative
Menyenangkan,menyenangkan,4,positive
sangat memuaskan,sangat memuaskan,5,positive
gojekindonesia mantap,gojekindonesia mantap,4,positive
Sekarang ongkir nya luamayan,sekarang ongkir nya luamayan,4,positive
baik sopirnya,baik sopirnya,5,positive
"kasih kesempatan lagi dong gopaylaternya,sudah lama saya pernah pakai gopaylater dan selalu jaga pembayaran saya tiba tiba berubah pas ada perombakan di perusahaan jadi tidak ada gopaylater lagi, sekarang sudah ada gimana untuk mendapatkan fasilitas gopaylater lagi","kasih kesempatan lagi dong gopaylaternya,sudah lama saya pernah pakai gopaylater dan selalu jaga pembayaran saya tiba tiba berubah pas ada perombakan di perusahaan jadi tidak ada gopaylater lagi, sekarang sudah ada gimana untuk mendapatkan fasilitas gopaylater lagi",5,positive
"aneh gojek,gopay later gw dibekuin lama bgt ktnya krna ada aktifitas mencurigakan pdhl gapernah telat bayar cicilan gopaylater,pas dicek di gojek udh ga dibekuin lagi tpi pas dipke buat pesen gofood gagal trs tau tau msih dibekuin aneh ga konsisten bgt,klo emng msih dibekuin ya jngn ditampilin lah limitnya orng kan ngira nya udh bsa dipke,klo cicilan gw udh kelar smua udh lunas smua gabakal gw mke gojek lg","aneh gojek,gopay later gw dibekuin lama bgt ktnya krna ada aktifitas mencurigakan pdhl gapernah telat bayar cicilan gopaylater,pas dicek di gojek udh ga dibekuin lagi tpi pas dipke buat pesen gofood gagal trs tau tau msih dibekuin aneh ga konsisten bgt,klo emng msih dibekuin ya jngn ditampilin lah limitnya orng kan ngira nya udh bsa dipke,klo cicilan gw udh kelar smua udh lunas smua gabakal gw mke gojek lg",1,negative
cepat tepat 👍👍,cepat tepat 👍👍,5,positive
Kalau hujan kenapa gada yg ngambil kntl?,kalau hujan kenapa gada yg ngambil kntl?,1,negative
"sekarang mahal bos, belum lagi harga makanan di resto naiknya kebangetan","sekarang mahal bos, belum lagi harga makanan di resto naiknya kebangetan",1,negative
terkadang ada juga driver yg cancel tanpa konfirmasi,terkadang ada juga driver yg cancel tanpa konfirmasi,5,positive
pesan gojek di kecamatan grabag Magelang susah dapat driver,pesan gojek di kecamatan grabag magelang susah dapat driver,2,negative
kurang puas pelayaan nya bro,kurang puas pelayaan nya bro,2,negative
2x pesan makanan semuanya nunggu 1jam tapi tidak ada driver,2x pesan makanan semuanya nunggu 1jam tapi tidak ada driver,1,negative
"aku udh 6tahunan pake gojeg,. sering banget disc makanya sering belanja/pergi. tp skrg kok jarang yah min apalagi goride,dikit bgt potongannya cuma 2k, makin kesini harusnya yg udh jadi pelanggan lebih di manjain 😄👍good job tp yah buat gojeg moga makin"" sukses per diskonan nya 🎉🎉","aku udh 6tahunan pake gojeg,. sering banget disc makanya sering belanja/pergi. tp skrg kok jarang yah min apalagi goride,dikit bgt potongannya cuma 2k, makin kesini harusnya yg udh jadi pelanggan lebih di manjain 😄👍good job tp yah buat gojeg moga makin"" sukses per diskonan nya 🎉🎉",4,positive
"Khusus jember. Mobil kotor, bau dan tidak nyaman. Tolong d ada cek fisik kendaraan secara berkala","khusus jember. mobil kotor, bau dan tidak nyaman. tolong d ada cek fisik kendaraan secara berkala",2,negative
sangat membantu sekali,sangat membantu sekali,5,positive
sesuai tukang gojek nya dan amanah pokok nya 👍👍👍,sesuai tukang gojek nya dan amanah pokok nya 👍👍👍,5,positive
"Sy butuh paket motor, dmn ya Ulasan ini kok gak direspon Bener2 apk gak bermutu","sy butuh paket motor, dmn ya ulasan ini kok gak direspon bener2 apk gak bermutu",4,positive
"Suka gbisa di pencet ,kenapa ya Bikin gak nyaman bnget","suka gbisa di pencet ,kenapa ya bikin gak nyaman bnget",2,negative
"Sekarang gojek susah banget pesennya, selalu di cancel 😞😞","sekarang gojek susah banget pesennya, selalu di cancel 😞😞",2,negative
"sopirnya sekarang songong2, ngga ramah, jarak deket ngga mau ambil. jauh banget sama era sebelum covid, sopir ramah, pelayanan oke. sekarang naudzubillaah","sopirnya sekarang songong2, ngga ramah, jarak deket ngga mau ambil. jauh banget sama era sebelum covid, sopir ramah, pelayanan oke. sekarang naudzubillaah",1,negative
sangat menarik dan memuaskan,sangat menarik dan memuaskan,5,positive
bagus dan cepat pelayanan tumpangan cukup memaskan,bagus dan cepat pelayanan tumpangan cukup memaskan,4,positive
kenapa top up gopay saya tidak bertambah sampai 2 hari hanya di janjikan saja... aplikasi penipu ini wajib di up ke ojk,kenapa top up gopay saya tidak bertambah sampai 2 hari hanya di janjikan saja... aplikasi penipu ini wajib di up ke ojk,1,negative
"ini Gojek gmna si ,gofood beli makanan nya cma 30rb .eeh ongkir nya 30-40rb ,ngawur nih gojek .KOCAK","ini gojek gmna si ,gofood beli makanan nya cma 30rb .eeh ongkir nya 30-40rb ,ngawur nih gojek .kocak",1,negative
"Setiap hari selalu pakai Gojek, utk Go send, dan Go Food...gojek sangat membantu...","setiap hari selalu pakai gojek, utk go send, dan go food...gojek sangat membantu...",5,positive
