original_index,text,current_label,reason,confidence,pos_keywords,neg_keywords,suggested_label,notes
12111,setiap login ada notif ya internet mati padahal buka semua aplikasi lancar coba di perbaiki lagi bugnya jangan malah dihitung melakukan kesalahan terus disuruh coba mnt lagi pas di klik selengkapnya malah ada tulisan server sedang padat merayap seakan akan lepas tangan dan tidak mau ribet gitu padahal saya buka aplikasi di pagi pagi buta,neutral,"Labeled NEUTRAL but has strong sentiment (pos:1, neg:3)",medium,1,3,,
12414,terus terang pembaruan demi pembaruannya bikin pake gojek nya jadi tidak enak risih terlalu ribet dan yang jelas jadi lemot lebih suka tampilan lambat yang simpel tapi mantep,neutral,"Labeled NEUTRAL but has strong sentiment (pos:1, neg:3)",medium,1,3,,
12729,masih sering kecewa pas pesen mknan trus salah alamat tpi tidak bisa ganti alamat pdhal belum jalan pas komplain emang dikasih solusi tpi sama saja tidak guna bangedt keeceewaa banget nget pas disitu untung drever nya baik mau disuruh,neutral,"Labeled NEUTRAL but has strong sentiment (pos:1, neg:3)",medium,1,3,,
12758,tolong semua pengemudi nya lebih sopan lagi waktu itu saya pesen kebab monster dan saya sudah bilang bapak nya untuk ngikutin detail alamat dan jangan ikutin maps karena yang di maps itu alamat nya beda karena alamat asli nya tuh tidak ada pas di cari tpi bapak gojek nya malah marah ke saya karena dia ngikutin maps padahal sudah saya suruh buat ngikutin detail alamat bukannya maps,neutral,"Labeled NEUTRAL but has strong sentiment (pos:0, neg:3)",medium,0,3,,
13053,jadi kesal si saya penguna baru sudah kali pesan makanan tapi selalu ngak dapat pengemudi dan hasil nya pembatalan pemesanan pdhal sudah nunggu berjam jam dan tidak bisa komplen ke tokoh awal nya sering beli makanan pakek hp temen hasil nya bagus bagus saja kenapa kena ke saya penguna baru susah amat dah,neutral,"Labeled NEUTRAL but has strong sentiment (pos:1, neg:4)",medium,1,4,,
13075,bner kecewa kmren salah satu angka nomer jadi salah topup dan pihak gojek tidak ada solusi sama sekali seenggaknya kasih solusi jika harus buka akun pakai nomer yang salah topup itu kode otp dikasih ke kita jangan dikirim ke nomer tersebut begitu setidaknya solusinya tidak ada org yang sempurna setiap org psti pernah melalukan kesalahan,neutral,"Labeled NEUTRAL but has strong sentiment (pos:2, neg:3)",medium,2,3,,
13095,kenapa siih gojek makanan suka lambat banget dapat drivernya butuh waktu hampir menit dulu tidak kek gitu deh paling menit paling lamanya kemaren pernah hampir jam tidak dapat driver mau di batalin kagak bisa tolong doong gojek perbaiki lagi,neutral,"Labeled NEUTRAL but has strong sentiment (pos:2, neg:4)",medium,2,4,,
13352,kecewa go food hari minggu tidak ada yang ngambil ada yang ngambil tapi langsung dibatalkan sudah keburu lapar juga udh bagus up juga pake gopay,neutral,"Labeled NEUTRAL but has strong sentiment (pos:1, neg:3)",medium,1,3,,
13647,tolong dong ini susah banget mau cht pengemudi malah tidak bisa terus padahal notif dri pengemudi masuk tpi tidak bisa ngebuka nnti salah paham lagi klo lngsung batalin,neutral,"Labeled NEUTRAL but has strong sentiment (pos:0, neg:3)",medium,0,3,,
14019,alamak mahalnyoo berkali kali beli gacoan di sini ongkir ribu sudah gojek plus tetap tidak ada potongan sudah waktunya unsubscribe gojek plus karena hampir gaada bedanya dari gojek biasa,neutral,"Labeled NEUTRAL but has strong sentiment (pos:0, neg:3)",medium,0,3,,
14075,gojek sekarang lemot banget ya loading nya lambat banget bahkan sampai gagal berkali kali padahal wifi dirumah stabil stabil aja coba buka aplikasi lain juga lancar jaya tolong dong lebih di tingkatkan lagi saya suka kesal sendiri dan sering banget tidak nafsu lagi kalo mau pesen gofood karena kelamaan load,neutral,"Labeled NEUTRAL but has strong sentiment (pos:1, neg:5)",medium,1,5,,
14220,gojek kenapa sekarang ginii banget yaa padahal udaa dr lambat pke apk inii sy mauu pesen mlah gada yang ngmbil pesanan saya trs padahal di dket stuu bnyk gojek yang diem disna udaa di batal bbrp kli coba lgii ttp sj tidak adaa yang ngmbil padahal jg saya gapake voucher tapi ttp saja tidak ad yang mengambil lain kli lebih profesional ya utamakan penumpang,neutral,"Labeled NEUTRAL but has strong sentiment (pos:0, neg:3)",medium,0,3,,
14226,untuk gojek mungkin ada saran bisa tambahin fitur chat kepada resto di gofood karena sy pribadi sering berpengalaman saat pesan kepencet atau lupa menambahin jadi saat waktu pesan tidak bisa di batal jadi mungkin diadakannya fitur tersebut dapat membantu para pengguna lain seperti saya terima kasih,neutral,"Labeled NEUTRAL but has strong sentiment (pos:1, neg:3)",medium,1,3,,
14291,selama nie saya lbh nyaman semenjak ada gojek tpi saya kecawa untuk yng prtma kalinya saya tidak bisa meng batal pemesanan bkn karena saya slh pesan tetapi menu yang saya pesan sudah habis saya kcwa bngt,neutral,"Labeled NEUTRAL but has strong sentiment (pos:0, neg:3)",medium,0,3,,
14415,kak ini masukan dari saya berdasarkan pengalaman tolong untuk rute map diperbaiki lagi kak di awal itu sudah tepat tapi ketika drivernya jalan itu di tengah map nya berubah dan malah ambil jalur yang lebih jauh dri jalur awal otomatis pengemudi yang belum kenal jalan nya tetap ngikutin itu maps kak kasian saja sama pengemudi nanti bakal lebih jauh ambil jalannya makasih sukses terus gojek,neutral,"Labeled NEUTRAL but has strong sentiment (pos:4, neg:1)",medium,4,1,,
14647,sudah lambat aku tidak pake gojek ini aku aktifin lg pengalamanku pake gojek ok sih cm klo lagi laper suka lambat dtgnya,neutral,"Labeled NEUTRAL but has strong sentiment (pos:1, neg:3)",medium,1,3,,
14881,kalau pesanan habis dibatalkan oleh pengemudi pastinya apps akan meminta pengguna untuk pesan ulang dan anehnya alamat pemesanan pertama yang sudah benar bisa berubah sendiri ketika pesan ulang suka kesal karena dianggap salah memberi alamat padahal berubah sendiri di apps nya,neutral,"Labeled NEUTRAL but has strong sentiment (pos:1, neg:3)",medium,1,3,,
15055,aplikasinya bagus sih tapi lambat kelamaan jadi tidak ada promosi,neutral,"Labeled NEUTRAL but has strong sentiment (pos:1, neg:3)",medium,1,3,,
15250,di update terus bukannya bagus tapi koq malah buruk ya ada voucher gofood tapi pas mau pesen harganya tidak berkurang tetep pake harga normal pdhal ada vouchernya tidak kaya biasanya nih gofood kecewa deh,neutral,"Labeled NEUTRAL but has strong sentiment (pos:1, neg:3)",medium,1,3,,
15271,gps sering tidak pas sama titik pengemudi jadi malah komplain ke kita selaku pemesan sering juga pesan gofood sudah on gps titik anter malah alamat kita yang lain yang kebetulan ke save ribet kalo buru kan suka lupa cek tapi gps on mestinya langsung saja di lokasi kita berada,neutral,"Labeled NEUTRAL but has strong sentiment (pos:1, neg:3)",medium,1,3,,
15463,sebaiknya pesanan dibatalkan tetap ada all resto tanpa terkecuali menit setelah psn atau pengemudi belum ambil pesanan karena kadang ada kesalahan yang tidak disengaja pengalaman pribadi smntra milih resto liat lokasi yang dkt dr alamat tapi tiba ada telfon masuk selesai kmbali ke menu kan yang tadi dliat tersimpan terus hp loading kepencet sendiri pesan mau klik batalkan tidak bisa jadi ongkir lbh mhl dr mkanan pesanan tidak boleh dibatalkan pas pesanan sudah diantarkan atau diperjalanan itu baru bijak,neutral,"Labeled NEUTRAL but has strong sentiment (pos:1, neg:4)",medium,1,4,,
15837,yth gojek saya beli jas hujan di gojek rb belum dua minggu reslitingnya sudah rusak sedangkan saya beli di pinggir jln sudah belum masih bagus masih nyaman di pake maksudnya gojek kan perusahaan gede jangan jual jas hujan yang ecek dong kasihan mitra anda beli mahal di pake dua minggu rusak kalo tidak ada mitra yang rela kehujanan kepanasan gojek tidak jadi perusahaan gede seperti sekarang,neutral,"Labeled NEUTRAL but has strong sentiment (pos:1, neg:3)",medium,1,3,,
15865,suka sama promonya gasuka sama pelayanan customer nya komplain gabisa kirim duit padahal sudah premium tanggapan tidak memuaskan bls emailnya lama pengen nelpon cs males banget ngabisin pulsa tolong diperbaiki,neutral,"Labeled NEUTRAL but has strong sentiment (pos:3, neg:2)",medium,3,2,,
16595,ini kenapa ya pesanan sampe sejam belum di anterin dibatalin tidak bisa alamat sudah sesuai pihak resto jg tidak ngehubungi,neutral,"Labeled NEUTRAL but has strong sentiment (pos:0, neg:3)",medium,0,3,,
16829,kadang ada go jek yng marah tidak ketemu alamat aneh emng tidak bisa lihat kah lokasi kita di hp nye tetapi tidak semua si ade juga yang baik tiap ada promosi di wa kan terimakasih sandra go jek sering nongkorng di gama,neutral,"Labeled NEUTRAL but has strong sentiment (pos:2, neg:3)",medium,2,3,,
16932,sekarang cari pengemudi ny kelamaan coba klo di gofood cepat banget menit pun tidak sampe giliran di goride lambat bngett bahkan sampe tidak dapat driverr sudah dicoba sampe berapa kali pun masih tetap gitu tolong ditingkatkan lagi pembagian drivernya terimakasih,neutral,"Labeled NEUTRAL but has strong sentiment (pos:2, neg:3)",medium,2,3,,
16939,tolong ya utk iklan apapun tentang gojek jgn pernah muncul lg karena sangat mengganggu apalagi ketika saya sedang chat nonton youtube dll tanpa di adanya iklan gojek saya sudah tahu bahwa gojek aplikasi terbaik yang selalu saya pakai mohon perhatian nya terimakasih,neutral,"Labeled NEUTRAL but has strong sentiment (pos:3, neg:0)",medium,3,0,,
17107,mohon maaf sebelum nya saya mau komplen masalah transaksi pakai gopay saya belanja di alfamart dng total dan saldo saya sekitar dan ketika saya mau bayar pakai gopay di aplikasi keterangan sukses dan saldo saya sudah terpotong tetapi transaksi di alfamart nya gagal atau tidak berhasil pertanyaan saya apakah saldo saya bisa kembali yang sudah terpotong sdgkan tidak berhasil di transaksi alfamart nya mohon di cek dng cepat terimakasih,neutral,"Labeled NEUTRAL but has strong sentiment (pos:3, neg:2)",medium,3,2,,
17708,selama ini tidak mengecewakan banget tapi pernah kecewa di tolak karena rush hour,neutral,"Labeled NEUTRAL but has strong sentiment (pos:0, neg:4)",medium,0,4,,
17807,klo menurut q gojeg membantu sekali tpi kadang bikin kesal juga antara penjemputan agak lambat pesan makanan tidak sesuai jdi harus nya confrim dulu sama yang pesan tpi sejauh ini ok,neutral,"Labeled NEUTRAL but has strong sentiment (pos:0, neg:3)",medium,0,3,,
17832,saya suka dengan gojek dari dulu karena pelayanan drivernya sat set tidak pernah batal selalu bisa tapi sekarang drivernya itaitu banyak alesan apalagi pas hujan aduh buruk tidak ada driver apa munkin tidak ada bonus apa karena tarif murah yang diperoleh bapak drivernya,neutral,"Labeled NEUTRAL but has strong sentiment (pos:1, neg:3)",medium,1,3,,
17942,semoga pengemudi bisa memberikan pelayanan yang lebih baik salah satu pengalaman kurang menyenangkan buat saya adalah permintaan customer utk pick up di titik jemput yang sebenarnya tidak terlalu jauh dri titik di aplikasi karena kondisi kesehatan customer yang tidak berjalan jauh harusnya bisa dimaklumi oleh driver sejauh pengalaman saya menggunakan gojek ada saja mitra pengemudi yang seperti ini saya sedikit kecewa semoga kualitas pengemudi nya bisa ditingkatkan lagi,neutral,"Labeled NEUTRAL but has strong sentiment (pos:1, neg:3)",medium,1,3,,
17983,apaan langganan gojek plus malah jadi mahal tarifnya sana saja kaya tidak pake promo malah rugi yang belum langganan gausa langganan aja vc banyak di gosend saya kan butuhnya goride malah vc dikit banget,neutral,"Labeled NEUTRAL but has strong sentiment (pos:0, neg:3)",medium,0,3,,
18183,baru saya update saya beri rating yh lihat ulasan teman byk yang kecewaketidakpuasan tapi mudahn next memberikan yang terbaik buat pelanggan ehh tolol sudah gua update tapi pas buka ko masih pengen di update lagi sh waduh gax beber nieh saya turunin lh ratingnya jadi,neutral,"Labeled NEUTRAL but has strong sentiment (pos:3, neg:2)",medium,3,2,,
18411,untuk custamer mohon maaf saya sebagai pengemudi sudah bekerja dengan cepat baik sebisa mungkin jika ada yang bilang pengemudi terlalu jauh ini karena sistem perataan jadi ni adalah system barunya kami mohon maaf untuk tidak memberikan kami report karena alasan kami terlalu lambat karena kita hanya mitra yang merubah formasi seluruhnya hanya aplikasi dan pihak yang berwenang di pusatnya semakin system seperti ini diperlanjut akan smakin banyak yang kecewa entah dari pengemudi custamer nya,neutral,"Labeled NEUTRAL but has strong sentiment (pos:2, neg:3)",medium,2,3,,
18505,terima kasih dan sukses selalu gojek saya senang menggunakan gojek karena selama ini yang saya temui gojek mau menerima pengemudi dengan kebutuhan khusus dan itu akan memberikan harapan mata pencaharian berpotensi untuk mereka dan hidup lebih baik tapi yang mengesalkan adalah pengemudi fiktifnya diestimasi tiba cuma menit giliran ditunggu jam tidak sampe sampe camcel x pindah grab lgsg dapat,neutral,"Labeled NEUTRAL but has strong sentiment (pos:4, neg:2)",medium,4,2,,
18713,gojek makin lambat makin mahal yaa jrg banget dapet voucher harga jga makin mahall ngisi gopay atau tidak sama aja trus apa gunanya ngisi gopay pertama dulu murah banget smp kasihan ama drivernya kalau terlalu murah ehh sekarang malah mahal banget jrg ada promosi lagi jdi pengen unfolow saja,neutral,"Labeled NEUTRAL but has strong sentiment (pos:0, neg:3)",medium,0,3,,
18728,agak kecewa sih sekarang sama gopay karena tidak maksimal kayak dulu sering ada notif yahh internet mati lah tidak dapet sinyal lah padahal kondisi sinyal full dan internet lancar kalo gini terus jadi rugi kadang transaksi double ngelamain juga harus reset terus tolong diperbaiki ya gopay layanannya sudah bagus lumayan lengkap jangan karena masalah dalam transaksi gini malah jadi buruk ratenya dan pada pindah platform lain terima kasih,neutral,"Labeled NEUTRAL but has strong sentiment (pos:3, neg:5)",medium,3,5,,
18818,peta dan alamat tidak sesuai posisi saya di jln kedung rukem gang surabaya tapi di aplikasi gojek alamatnya bulak rukem bisa di cek di gmaps mohon segera di perbaiki biar tidak ada yang di rugikan dari pihak customer maupun driver thanks terus maju dan berkembang gojek,neutral,"Labeled NEUTRAL but has strong sentiment (pos:2, neg:3)",medium,2,3,,
18969,dulu aku secinta itu sama gojek apa gojek mau kemana saja gojek tapi sekarang udha tidak terlalu karena kadang nunggu lamagak maslah lah namanya juga pakai gojek hemat padahal jaraknya cuma dekat tapi harganya mahal,neutral,"Labeled NEUTRAL but has strong sentiment (pos:0, neg:3)",medium,0,3,,
19098,mohon maaf ini ya kalo gabisa di batalin dari pembeli setidaknya bisa dibatalin dari driverresto buat nolong pembeli yang tidak sengaja pesan tapi salah alamat seperti kejadian saya hari ini saya tau ini kecerobohan saya tapi saat mencoba melaporkan masalah ke pihak gojek pun tak ada jalan keluar,neutral,"Labeled NEUTRAL but has strong sentiment (pos:0, neg:3)",medium,0,3,,
19242,saat ini pengalaman berkali kali di batal hanya karena posisi pengemudi jauh sementara saat psan byk yang lewat depan mata ato posisi mrk ada tidak jauh dari kita pemesanan tapi tidak ada yang dapet justru yang jauh umumnya kita menggunakan aplikasi gojek karena ingin cepat tuk ke tujuan klo sampe berulang kali wktu sudah abis akhirnya terlambat ke tmpat tgs dan pengemudi dengan seenak ya minta di batalin utk apa mrk bekerja dan mo mnjadi gojek online inilah aplikasi gojek saat ini beda dengan di awal,neutral,"Labeled NEUTRAL but has strong sentiment (pos:1, neg:4)",medium,1,4,,
19653,jika bisa adakan fitur membatalkan pesanan jadi biar tidak ribet kadang suka tidak sengaja ke pejet pesan gabisa di batalkan emang saya saya yang salah tapi mau tidak mau bakal ribet kalau bisa adakan fitur tunggu selama detik untuk mengkonfirmasi pesanannya jadi kita bisa lihat dalam detik pesanannya bisa di batalkan ngerti ga setelah detik di pesan sudah tidak bisa di batalkan lagi menurut saya segitu lumayan,neutral,"Labeled NEUTRAL but has strong sentiment (pos:1, neg:4)",medium,1,4,,
