index,text,old_label,new_label,confidence,reason
5953,aplikasi yang sangat membantu untuk keperluan,positive,negative,medium,Negative (score:-2.6)
5955,kepada yang terhormat yang membuat aplikasi go jek saya mau tanya kenapa beda ya uang yang di terima sama pengemudi goje...,positive,negative,medium,Negative (score:-2.0)
5956,di update malah apli sering ngelag pesanan pengemudi juga jadi lambat dan map tidak akurat pengemudi sering reject pangg...,negative,positive,medium,Positive (score:2.0)
5961,paylater pinjaman besar malah susah di gunainya enakan dulu tingal klik bli pulsa sudah klo sekarang ya ampun mau gunai ...,negative,neutral,high,"Mixed sentiment (pos:1, neg:2)"
5962,selama makai pemesanan bagus tapi kalau go club tidak bisa diklik mending hapus aja dapet notif harta karun tidak bisa m...,neutral,positive,medium,Positive (score:3.0)
5982,kenapa buat bagus up game mahal amat tolong di perbaiki,neutral,positive,high,Strong positive (score:6.5)
5986,sangat bermanfaat n membantu sih aplikasi ini dan sering juga dpt promosi potongan harga baik jasa transport maupun deli...,positive,negative,high,Strong negative (score:-9.6)
5990,aplikasi bagus tapi sayang no rekening yang di aplikasi tidak bisa di hapus,neutral,positive,medium,Positive (score:3.0)
5991,kami mohon kepada aplikasi ini segera buka blokir dari dasar apa kalian melakukan transaksi kami masih hal wajar saja to...,positive,negative,medium,Negative (score:-2.0)
5993,membantu sekali tpi hari ini eror saat pemesanan alamat tujuan tiba berubah padahal saya tidak merubahnya pemesanan pert...,negative,neutral,medium,Neutral (score:-1.6)
5996,sangat mengecewakan habis bagus up ribu besoknya saldo terblokir dan tidak dapat di gunakan kembali sudah lapor sanan si...,positive,neutral,high,"Mixed sentiment (pos:2, neg:2)"
6007,aplikasinya sangat membantu tapi dikasih drivernya jauh banget padahal taripnya naik terus mulai merasa kesal,positive,negative,high,Strong negative (score:-8.0)
6011,min admin bagaimana kenapa makin buruk bagus up dari tanggal agustus saldo masih belum bertambah masalah teknis alasanny...,negative,positive,medium,Positive (score:3.9)
6016,isi gopay dari juli gamasuk cs buruk sekali gada kejelasan tidak membantu customer,negative,neutral,medium,Neutral (score:1.3)
6021,saya punya usul tambahin go fix biar kalau ada yang rusak atau kendaraan yang mogok bisa dibenerin gitu makasih kak,negative,neutral,medium,Neutral (score:-1.0)
6024,sangat membantu sekali cuma tarif nya sering berubah mahal biasa nya ribu jadi ribu,positive,negative,high,Strong negative (score:-6.4)
6027,apl sengat membantu sekali,positive,negative,medium,Negative (score:-2.6)
6029,adakan pilihan rute lewat jalan utama atau tol biar tidak rutenya muter jauh biaya tol bagaimana apakah ditanggun pengem...,neutral,positive,medium,Positive (score:2.0)
6030,saya pengguna gojek cukup kecewa di karnakan voucher saya pada hilang semua tidak tau karena apa tibahilang begitu saja ...,neutral,negative,medium,Negative (score:-3.0)
6031,aplikasi yang sangat membantu alangkah sempurna aplikasi ini jika pada gofood tidak hanya pengemudi sj yang dikasi penil...,positive,negative,high,Strong negative (score:-6.5)
6033,sangat membantu utk kebutuhan beli online dan transaksi dana melalui gopay,positive,negative,medium,Negative (score:-2.6)
6053,agak kecewa sih jadi aku ngasih komplain karena tidak bisa ubah limit gopaylater eh laporannya malah ditutup,negative,positive,medium,Positive (score:2.0)
6061,ribet banget mau tf duit ke akun yang nya saja harus upgrade ke gopay plus sudah gitu akun cuman id sudah gabisa tf duit...,negative,positive,high,Strong positive (score:5.7)
6062,masih kurang mendekatkan jarak antara penumpang dan driver yang nyantol bisa lebih dari km nunggunya kelamaan mohon dipe...,negative,neutral,medium,Neutral (score:-1.0)
6063,bagaimana sih pembayaran apapun tiap pake qris suka susah kalau emg hp nya yang eror mungkin pake qris lain juga bakal g...,negative,neutral,high,"Mixed sentiment (pos:1, neg:1)"
6064,semoga lancar d perjalanan sukses selalu,positive,neutral,medium,Neutral (score:1.0)
6072,buruk sekali gopay sekarang tidak kayak dulu apalagi gopaylaternya dikit d blokir nanti d on kan lagi trs buat ambil d b...,negative,neutral,medium,Neutral (score:-1.3)
6073,saya sudah th pake aplikasi gojek mulai dari onkir rb per km sekarang sudah semakin berkembang sudah naik jadi rb sdh ad...,positive,negative,high,Strong negative (score:-6.5)
6080,terkadang aplikasi nya kek nge bug gtu padahal pengemudi nya dekat tpii saya tidak di kasih cepat padahal hari baguss lo...,neutral,negative,medium,Negative (score:-2.0)
6091,aplikasinya dulu bagus tapi sekarang buruk banget belum pesan makanan kog sudah otomatis pesan dan sudah x minta bantuan...,negative,neutral,high,"Mixed sentiment (pos:1, neg:1)"
6100,aplikasi ini sangat bagus mudah mencari alamat tujuan mantap,positive,negative,medium,Negative (score:-3.2)
6111,praktis menggunakannya sangat membantu dan menolong semoga dikembangkan lagi fitur fitur lainnya jaya selalu gojek,positive,neutral,medium,Neutral (score:0.0)
6115,ngapain harus ke menu bantuan disini saja takut ya dengan ulasan buruk dan real fakta aplikasi anda busuk,negative,positive,medium,Positive (score:3.0)
6116,selama bulan puasa pesan gojek sangat susah dimulain jam setengah sore pesan goride sangat susah sekali ditambah harga n...,negative,positive,high,Strong positive (score:6.4)
6122,mempermudah kami dlm melakukan segala hal baik dalam belanja maupun bepergian gojek adlh sarana yang paling pas,positive,negative,medium,Negative (score:-3.9)
6125,sangat baik dan cepat,positive,negative,high,Strong negative (score:-6.5)
6126,cash back pembelanjaan di alfa mart ternyata sehari cuma sekali kl transaksi go bill lainnya dlm hari yang sama ternyata...,negative,positive,high,Strong positive (score:4.8)
6130,kenapa ya sudah dua kali pakek voucer cashback gopay poin tapi tidak masuk cashbacknya error padahal sudah pesan tapi de...,negative,positive,medium,Positive (score:2.0)
6132,beberapa kali mau gofood tidak dapet pengemudi padahal signal bagus laper bawaannya emosi tolong dr siang lo,neutral,positive,medium,Positive (score:3.0)
6134,penggunaan aplikasi sangat mudah dipahami segalanya juga bertambah mudah maps semakin akurat,positive,negative,high,Strong negative (score:-5.2)
6135,kenapa gps selalu tidak tepat jaringannya padahal bagus setiap mu go ride dibuat muter jauh x nyatanya tidak lewat situ ...,neutral,negative,medium,Negative (score:-3.9)
6143,map tidak sesuai tolong donk perbaiki lagi map nya pengemudi sama penumpang jadi bingung mau efisien malah di putar kesa...,neutral,positive,medium,Positive (score:2.0)
6146,pernah mendapatkan sikap pengemudi yang sangat buruk pernah mendapatkan kondisi kendaraan yang sangat buruk hallqql yang...,negative,neutral,medium,Neutral (score:1.3)
6152,sangat berguna dan sangat membantu bagi saya dan keluarga tetap pertahankan,positive,negative,medium,Negative (score:-2.6)
6155,apk sangat menyusahkan saya baru bagus up tadi siang trus tb tidak bisa dibuka suruh pasang pin lah padahal saya tidak m...,positive,neutral,high,"Mixed sentiment (pos:1, neg:1)"
6157,sangat membantu dan memberikan yang terbaik dan tidak kenal waktu dimanapun tetap setia melayani mantabb,positive,neutral,medium,Neutral (score:1.3)
6163,sangat sangat membantu naik depan rumah sampai tidak ribet dari pada jalan ke depan jalan kaki untuk naik transportasi u...,positive,negative,medium,Negative (score:-3.8)
6168,sangat membantu tapi tarif agak mahal ya skrg wkwkw,positive,neutral,high,"Mixed sentiment (pos:1, neg:2)"
6171,tidak bisa di butuh kan saat lagi butuh klo siang mah bro pergi saja sendiri pengemudi pada manja aplikasi nya suka eror...,negative,positive,medium,Positive (score:2.0)
6174,sangat membantu tapi saya tidak bisa buka lagi karena harus di update dan ketika di update gagal terus ada yang bs bntu,positive,negative,high,Strong negative (score:-6.5)
6178,layanan jasa publik yang keren tepat waktu dan santun saya sangat recomended dengan gojek,positive,neutral,medium,Neutral (score:1.3)
6182,pengalaman pling buruk adalah saat saya ingin upgrade gopay reguler ke gopay plus yang seharusnya dpt terkonfirmasi sesu...,negative,positive,medium,Positive (score:3.0)
6183,saya go mart dan go food hampir setiap hari namun mengalami kendala barang tidak lengkap makanan basi saya sudah komplai...,negative,positive,high,Strong positive (score:7.8)
6184,halo gojek ini saya sudah bagus up gopay saya tapi kenapa tidak bertambah sedikitpun yaa buruk banget sistemnya,negative,neutral,high,"Mixed sentiment (pos:1, neg:1)"
6191,halo gojek untuk gofood dengan kendala tidak dapat driver durasi jam terlalu lambat untuk kami customer membatalkan pesa...,positive,neutral,medium,Neutral (score:0.0)
6203,sering sekali para pengemudi tidak menyediakan kembalian yang pas sehingga membayar ongkos dengan harga yang lebih mahal...,negative,positive,medium,Positive (score:2.6)
6204,teruntuk pelayanan gofoodnya saya beberapa kali mengalami kendala dalam transaksi pengemudi telat trus tidak jadi ambil ...,neutral,positive,medium,Positive (score:3.9)
6206,gojek sangat membantu alhamdulilah saran saya sebagai costumer baru di aplikasi ini tolong lebih di simple kan lagi bebe...,positive,negative,medium,Negative (score:-2.6)
6209,saya kecewa banget hari ini saya sudah percaya banget klo transfer ke bank lewat gopay itu selalu cepat dan sekarang di ...,negative,neutral,high,"Mixed sentiment (pos:1, neg:1)"
6215,lebih praktis kemaja aja kebetulan saya tidak bisa pake motor dengan aplikasi gojek ini sangat membantu apalagi saya pun...,positive,neutral,medium,Neutral (score:0.0)
6229,transaksi yang sangat begitu cepat dan simpel,positive,negative,medium,Negative (score:-2.6)
6231,sudah boking jam lebih tidak dapat pengemudi sama sekali sangat mengecewakan,negative,positive,high,Strong positive (score:4.8)
6232,sering sering bg ngasih diskon aku suka,positive,negative,medium,Negative (score:-2.0)
6236,apk ini sangat buruk ko saya tidak bisa transper ke bank saya sudah verifikasi ttep ajh tidak berhasil mau nya gmn sih i...,negative,neutral,medium,Neutral (score:0.0)
6239,lama lama males saya pakai gojek serba ribet mau nambahin metode pembayaran pakai debit saja gagal terus padahal sudah d...,negative,neutral,medium,Neutral (score:-1.3)
6241,kenapa lah sekarang susah akses gopaylater tidak bisa buat isi token lemot tidak ada jaringan alasannya padahal sinyal b...,negative,neutral,medium,Neutral (score:-1.0)
6245,ongkirnya tambah mahal kalau bayarnya tidak pake gopay buruk aplikasi ini tambah tidak wajar harga makanan lebih wajar k...,negative,neutral,medium,Neutral (score:-1.0)
6246,sangat membantu dalam transaksi dan membayar apa saja terima kasih gopay sukses selalu,positive,neutral,medium,Neutral (score:1.3)
6251,sangat mengecewakan beberapa kali pesan gofood yang anter malah minta cod lahh saya itu gunain jasa kamu karena pengen d...,negative,neutral,high,"Mixed sentiment (pos:1, neg:1)"
6258,sekarang untuk buka aplikasi gojek agak lama dan misal saya pakai help untuk conect ke gojek butuh waktu dan aplikasi hi...,negative,neutral,medium,Neutral (score:1.0)
6277,halo kenapa sekarang gojek lebih sering dipakai malah lebih jarang dapat voucher untuk goride nya saya setiap hari pulan...,positive,negative,high,Strong negative (score:-5.2)
6278,pengemudi respons tanggap dan ramah,positive,negative,medium,Negative (score:-2.0)
6280,bagus banget banyak promosi nya pengemudi nya juga ramah semua,positive,neutral,medium,Neutral (score:1.3)
6288,sangat sangat bagus untuk memudahkan kita dalam segala hal untuk melakukan pembayaran pesan paket makanan dll banyak bng...,positive,negative,medium,Negative (score:-3.9)
6289,gojek kenapa ya suka banget pending entah itu dalam transaksi atau pemesanan makanan mengesalkan tau tidak mau pesan di ...,negative,neutral,medium,Neutral (score:-1.3)
6291,kenapa ya kan teman saya kirimkan saldo gopay di struk tanda bukti pengirimannya sudah sukses tapi ke saldo gopay ku tid...,negative,positive,medium,Positive (score:3.0)
6297,buruk banget gojek sekarang beli langganan gofood ketika sudah dipakai sekali pas di cek lagi yang bisa pake promosi lan...,negative,neutral,medium,Neutral (score:-1.6)
6300,kenapa gopaylaternya di blokir padahal sudah dibayar semua tagihannya dan tidak pernah telat padahal hanya digunakan unt...,positive,negative,medium,Negative (score:-2.6)
6301,sangat kecewa dengan gojek jika ada promosi tidak ada yang mau mengambil percuma ada promo meskipun ada promosi suka mel...,negative,neutral,high,"Mixed sentiment (pos:2, neg:2)"
6306,jujur gofood salah satu platform yang saya sering gunakan untuk pesan makanan namun untuk dari harga terkdang saya rasa ...,neutral,negative,medium,Negative (score:-2.0)
6309,tidak menyesal download aplikasi ini fitur sangat lengkap dan cepat trm ksh gojek sangat membantu sekali,positive,neutral,medium,Neutral (score:-1.6)
6311,bagus banget aplikasinya sangat membantu dan memudahkan kegiatan sehari hari,positive,neutral,medium,Neutral (score:1.6)
6312,apk nya bagus siihh tapi kadang sedikit lambat loading nya jdi nggu nya lambat banget,negative,neutral,high,"Mixed sentiment (pos:1, neg:2)"
6317,untuk pembelian ke apotek tolong dipilah untuk obatnya soalnya tidak semua obat bisa bebas di beli kasian ke drivernya s...,neutral,negative,medium,Negative (score:-2.0)
6323,sangat membantu untuk berpergian bagi yang tidak punya kendaraan dan juga untuk pemesanan makanan terus tingkatkan,positive,negative,medium,Negative (score:-2.6)
6329,gapernah dapet deket pengemudi nya dilempar ke yang jauh terus tidak worth it kalo lagi buru buru,negative,neutral,medium,Neutral (score:-1.0)
6330,saya termasuk pelanggan setia gojek tim gojek bisa cek seberapa sering saya melakukan transaksi di aplikasi gojek tetapi...,negative,positive,high,Strong positive (score:4.8)
6332,aplikasi yang sangat membantu buat perjalan atau pesan makanan jadi cepat semoga sukses selalu buat gojek onlen buat pen...,positive,negative,medium,Negative (score:-3.9)
6333,pakai maxim saja bro harga bersahabat ramah di kantong,positive,negative,medium,Negative (score:-2.0)
6335,pengen banget bisa instal gojek bisa tidak ya di hp ini soalnya semua aplikasi di hp ini sulit untuk kompirmasi identita...,neutral,positive,medium,Positive (score:2.6)
6336,kata abang gojek akun gojek saya baguss tidak pernah batal bintang bnyk berapa lupaa lebih bagus akun saya dari pada aku...,neutral,positive,high,Strong positive (score:5.0)
6344,saya sangat kecewa setiap saya pesan tidak sesuai dri aplikasi khususnya untuk pengemudi nya khususnya dikota batam saya...,negative,positive,medium,Positive (score:3.9)
6353,ada beberapa pengemudi motor yang sikapnya kurang ajar dan memaki maki pelanggan trus langsung mindahin ke pengemudi lai...,negative,neutral,medium,Neutral (score:-1.0)
6367,dulu awal pakai aplikasi ini memang bagus tapi beberapa bulan belakangan ini utk aplikasi gofood sangat sulit mendapatka...,neutral,positive,medium,Positive (score:3.9)
